QA output created by 1202
  d.read  d.reads_merged  d.read_bytes  d.reads_time  d.write  d.writes_merged  d.write_bytes  d.writes_time  d.in_progress  d.io_ticks  d.queue_ticks  d.read_ticks  d.write_ticks
  loopte       looptest0     looptest0     looptest0  looptes        looptest0      looptest0      looptest0      looptest0   looptest0      looptest0     looptest0      looptest0
  count/         count/s       Kbyte/s       nanosec  count/s          count/s        Kbyte/s        nanosec        count/s     nanosec        nanosec       nanosec        nanosec
     N/A             N/A           N/A           N/A      N/A              N/A            N/A            N/A            N/A         N/A            N/A           N/A            N/A
       24686.000       14122.000        8663.000        4979.000              4              4              4              4
       24687.000       14121.000        8663.000        4979.000              4              4              4              4
         505.000        1031.000         219.000         122.000              4              4              4              4
           1.000         757.000          42.000          20.000              4              4              4              4
           0.000         757.000          42.000          20.000              4              4              4              4
           1.000         757.000          43.000          20.000              4              4              4              4
           0.000         757.000          42.000          20.000              4              4              4              4
       27944.000       13689.000        2998.000        6736.000              4              4              4              4
       28528.000       13960.000        3061.000        6878.000              4              4              4              4
       28528.000       13959.000        3060.000        6877.000              4              4              4              4
       28528.000       13960.000        3060.000        6877.000              4              4              4              4
       28528.000       13960.000        3060.000        6877.000              4              4              4              4
       20507.000       14399.000         760.000         311.000              4              4              4              4
       20330.000       14409.000         709.000         166.000              4              4              4              4
       20330.000       14409.000         709.000         166.000              4              4              4              4
       20330.000       14409.000         709.000         166.000              4              4              4              4
       20329.000       14409.000         710.000         166.000              4              4              4              4
